-0.085938 0.109375 0.041016
-0.087891 -0.048828 -0.066406
-0.085938 -0.046875 -0.066406
-0.087891 -0.046875 -0.064453
-0.087891 -0.046875 -0.066406
-0.087891 -0.046875 -0.066406
-0.087891 -0.046875 -0.066406
-0.087891 -0.046875 -0.064453
-0.087891 -0.044922 -0.062500
-0.085938 -0.042969 -0.062500
-0.085938 -0.042969 -0.064453
-0.085938 -0.044922 -0.064453
-0.083984 -0.042969 -0.062500
-0.082031 -0.041016 -0.060547
-0.082031 -0.041016 -0.060547
-0.078125 -0.041016 -0.060547
-0.076172 -0.042969 -0.060547
-0.074219 -0.042969 -0.060547
-0.072266 -0.044922 -0.060547
-0.070312 -0.046875 -0.058594
-0.068359 -0.046875 -0.058594
-0.066406 -0.048828 -0.060547
-0.066406 -0.050781 -0.060547
-0.066406 -0.050781 -0.060547
-0.066406 -0.050781 -0.060547
-0.066406 -0.050781 -0.060547
-0.068359 -0.050781 -0.058594
-0.068359 -0.050781 -0.058594
-0.070312 -0.050781 -0.060547
-0.072266 -0.050781 -0.058594
-0.072266 -0.050781 -0.056641
-0.072266 -0.052734 -0.056641
-0.072266 -0.052734 -0.056641
-0.074219 -0.052734 -0.056641
-0.074219 -0.052734 -0.054688
-0.074219 -0.054688 -0.052734
-0.074219 -0.056641 -0.050781
-0.072266 -0.056641 -0.048828
-0.072266 -0.056641 -0.048828
-0.070312 -0.058594 -0.048828
-0.068359 -0.060547 -0.046875
-0.068359 -0.060547 -0.044922
-0.064453 -0.060547 -0.044922
-0.062500 -0.060547 -0.042969
-0.062500 -0.058594 -0.042969
-0.060547 -0.058594 -0.041016
-0.060547 -0.060547 -0.041016
-0.060547 -0.060547 -0.041016
-0.060547 -0.060547 -0.039062
-0.062500 -0.060547 -0.037109
-0.062500 -0.060547 -0.037109
-0.064453 -0.060547 -0.037109
-0.064453 -0.062500 -0.037109
-0.064453 -0.062500 -0.037109
-0.064453 -0.062500 -0.037109
-0.064453 -0.062500 -0.037109
-0.062500 -0.062500 -0.037109
-0.060547 -0.062500 -0.039062
-0.060547 -0.062500 -0.039062
-0.058594 -0.060547 -0.039062
-0.058594 -0.060547 -0.037109
-0.058594 -0.060547 -0.037109
-0.058594 -0.060547 -0.037109
-0.058594 -0.060547 -0.035156
-0.060547 -0.060547 -0.033203
-0.060547 -0.060547 -0.033203
-0.062500 -0.058594 -0.031250
-0.060547 -0.058594 -0.031250
-0.060547 -0.058594 -0.031250
-0.058594 -0.058594 -0.033203
-0.058594 -0.060547 -0.035156
-0.056641 -0.060547 -0.035156
-0.056641 -0.060547 -0.035156
-0.056641 -0.062500 -0.035156
-0.056641 -0.062500 -0.033203
-0.056641 -0.062500 -0.033203
-0.056641 -0.062500 -0.033203
-0.058594 -0.062500 -0.031250
-0.060547 -0.062500 -0.029297
-0.060547 -0.062500 -0.027344
-0.060547 -0.062500 -0.027344
-0.058594 -0.062500 -0.027344
-0.060547 -0.062500 -0.027344
-0.058594 -0.062500 -0.027344
-0.058594 -0.062500 -0.027344
-0.056641 -0.062500 -0.027344
-0.056641 -0.062500 -0.027344
-0.058594 -0.064453 -0.027344
-0.058594 -0.064453 -0.029297
-0.058594 -0.064453 -0.029297
-0.060547 -0.064453 -0.029297
-0.060547 -0.066406 -0.029297
-0.060547 -0.066406 -0.029297
-0.060547 -0.066406 -0.029297
-0.062500 -0.066406 -0.027344
-0.060547 -0.066406 -0.029297
-0.058594 -0.066406 -0.029297
-0.056641 -0.068359 -0.029297
-0.054688 -0.068359 -0.029297
-0.054688 -0.068359 -0.029297
-0.054688 -0.070312 -0.029297
-0.052734 -0.070312 -0.029297
-0.052734 -0.072266 -0.029297
-0.052734 -0.072266 -0.029297
-0.052734 -0.072266 -0.031250
-0.054688 -0.072266 -0.029297
-0.056641 -0.072266 -0.029297
-0.056641 -0.074219 -0.029297
-0.056641 -0.074219 -0.029297
-0.058594 -0.072266 -0.027344
-0.058594 -0.072266 -0.027344
-0.058594 -0.072266 -0.029297
-0.058594 -0.072266 -0.027344
-0.058594 -0.072266 -0.025391
-0.056641 -0.070312 -0.025391
-0.056641 -0.070312 -0.025391
-0.056641 -0.070312 -0.025391
-0.056641 -0.070312 -0.025391
-0.056641 -0.070312 -0.023438
-0.056641 -0.070312 -0.021484
-0.056641 -0.070312 -0.021484
-0.054688 -0.070312 -0.021484
-0.054688 -0.072266 -0.023438
-0.056641 -0.072266 -0.023438
-0.056641 -0.072266 -0.025391
-0.056641 -0.070312 -0.023438
-0.056641 -0.072266 -0.025391
-0.056641 -0.072266 -0.027344
-0.056641 -0.070312 -0.027344
-0.056641 -0.070312 -0.027344
-0.054688 -0.072266 -0.027344
-0.054688 -0.070312 -0.027344
-0.052734 -0.072266 -0.027344
-0.052734 -0.072266 -0.027344
-0.052734 -0.072266 -0.027344
-0.052734 -0.072266 -0.027344
-0.052734 -0.072266 -0.027344
-0.052734 -0.072266 -0.027344
-0.052734 -0.072266 -0.027344
-0.054688 -0.072266 -0.027344
-0.054688 -0.072266 -0.029297
-0.054688 -0.072266 -0.029297
-0.054688 -0.072266 -0.031250
-0.054688 -0.072266 -0.031250
-0.052734 -0.072266 -0.033203
-0.052734 -0.070312 -0.033203
-0.052734 -0.072266 -0.035156
-0.052734 -0.072266 -0.035156
-0.052734 -0.070312 -0.033203
-0.052734 -0.070312 -0.033203
-0.052734 -0.068359 -0.031250
-0.054688 -0.068359 -0.031250
-0.054688 -0.068359 -0.029297
-0.056641 -0.068359 -0.027344
-0.056641 -0.066406 -0.025391
-0.056641 -0.066406 -0.025391
-0.056641 -0.066406 -0.025391
-0.056641 -0.066406 -0.025391
-0.056641 -0.068359 -0.025391
-0.054688 -0.068359 -0.025391
-0.054688 -0.068359 -0.025391
-0.054688 -0.068359 -0.025391
-0.054688 -0.068359 -0.027344
-0.054688 -0.068359 -0.027344
-0.052734 -0.068359 -0.027344
-0.052734 -0.068359 -0.027344
-0.054688 -0.068359 -0.027344
-0.054688 -0.068359 -0.027344
