-0.056641 -0.142578 0.462891
-0.046875 -0.101562 0.478516
-0.046875 -0.103516 0.478516
-0.044922 -0.103516 0.478516
-0.044922 -0.101562 0.478516
-0.044922 -0.101562 0.478516
-0.042969 -0.101562 0.478516
-0.042969 -0.101562 0.478516
-0.044922 -0.099609 0.478516
-0.044922 -0.099609 0.480469
-0.044922 -0.097656 0.480469
-0.044922 -0.095703 0.482422
-0.044922 -0.093750 0.482422
-0.044922 -0.093750 0.482422
-0.044922 -0.091797 0.482422
-0.046875 -0.091797 0.484375
-0.046875 -0.089844 0.484375
-0.046875 -0.089844 0.484375
-0.046875 -0.091797 0.484375
-0.046875 -0.091797 0.484375
-0.046875 -0.091797 0.484375
-0.046875 -0.093750 0.484375
-0.046875 -0.093750 0.484375
-0.044922 -0.095703 0.486328
-0.044922 -0.097656 0.484375
-0.044922 -0.097656 0.484375
-0.042969 -0.097656 0.484375
-0.042969 -0.099609 0.484375
-0.042969 -0.099609 0.482422
-0.044922 -0.099609 0.482422
-0.044922 -0.099609 0.482422
-0.044922 -0.099609 0.480469
-0.046875 -0.099609 0.480469
-0.046875 -0.097656 0.478516
-0.046875 -0.099609 0.478516
-0.046875 -0.097656 0.478516
-0.044922 -0.097656 0.480469
-0.044922 -0.099609 0.480469
-0.044922 -0.099609 0.478516
-0.042969 -0.099609 0.480469
-0.042969 -0.101562 0.480469
-0.041016 -0.101562 0.480469
-0.041016 -0.101562 0.480469
-0.041016 -0.103516 0.480469
-0.041016 -0.103516 0.478516
-0.041016 -0.103516 0.478516
-0.042969 -0.103516 0.478516
-0.042969 -0.103516 0.478516
-0.044922 -0.101562 0.480469
-0.044922 -0.099609 0.480469
-0.046875 -0.097656 0.480469
-0.048828 -0.097656 0.480469
-0.048828 -0.095703 0.482422
-0.048828 -0.095703 0.482422
-0.048828 -0.095703 0.482422
-0.048828 -0.095703 0.482422
-0.048828 -0.095703 0.482422
-0.046875 -0.095703 0.480469
-0.046875 -0.097656 0.480469
-0.044922 -0.097656 0.480469
-0.044922 -0.097656 0.480469
-0.044922 -0.097656 0.480469
-0.044922 -0.097656 0.480469
-0.044922 -0.097656 0.480469
-0.046875 -0.097656 0.480469
-0.046875 -0.097656 0.480469
-0.046875 -0.095703 0.480469
